data_state,lic_type,standard_app_type,year,mean,median,count,count_over30days,pct_over30days,count_over60days,pct_over60days,count_over90days,pct_over90days,count_over120days,pct_over120days,count_over180days,pct_over180days,count_over1year,pct_over1year
MA,LPN-Temp,Temporary,2021,4,3,411,1,0.0024330900243309003,0,0,0,0,0,0,0,0,0,0
MA,LPN-Temp,Temporary,Pending as of 10/15/21,173,221.5,24,21,0.875,18,0.75,18,0.75,18,0.75,15,0.625,0,0
MA,RN,Endorsement,2020,59,22,5777,2345,0.405920027696036,1572,0.27211355374761986,1191,0.2061623680110784,926,0.1602908083780509,549,0.09503202354163061,71,0.01229011597715077
MA,RN,Endorsement,2021,58,28,5220,2470,0.4731800766283525,1344,0.2574712643678161,858,0.16436781609195403,628,0.12030651340996168,368,0.07049808429118774,90,0.017241379310344827
MA,RN,Endorsement,Pending as of 10/15/21,118,97,2466,2305,0.9347120843471208,1951,0.7911597729115978,1533,0.621654501216545,857,0.3475263584752636,531,0.21532846715328466,0,0
MA,RN,Exam,2020,75,59,4443,4014,0.9034436191762323,2142,0.48210668467251855,940,0.21156875984695026,522,0.1174881836596894,230,0.05176682421787081,29,0.006527121314427189
MA,RN,Exam,2021,73,56,3478,2877,0.8271995399654974,1568,0.4508338125359402,688,0.19781483611270845,427,0.12277170787809086,200,0.05750431282346176,34,0.0097757331799885
MA,RN,Exam,Pending as of 10/15/21,101,92,1369,1280,0.9349890430971513,889,0.6493791088385683,708,0.5171658144631117,369,0.2695398100803506,164,0.1197954711468225,0,0
MA,RN-Temp,Temporary,2020,2,1,4565,8,0.0017524644030668128,7,0.0015334063526834612,5,0.001095290251916758,5,0.001095290251916758,1,2.190580503833516e-4,0,0
MA,RN-Temp,Temporary,2021,6,6,5029,22,0.004374627162457745,10,0.001988466892026248,8,0.0015907735136209981,7,0.0013919268244183733,4,7.953867568104991e-4,0,0
MA,RN-Temp,Temporary,Pending as of 10/15/21,160,179,183,163,0.8907103825136612,149,0.8142076502732241,149,0.8142076502732241,149,0.8142076502732241,90,0.4918032786885246,0,0
ME,LPN,Endorsement,2020,39,24,54,20,0.37037037037037035,10,0.18518518518518517,5,0.09259259259259259,3,0.05555555555555555,1,0.018518518518518517,0,0
ME,LPN,Endorsement,2021,50,28.5,68,32,0.47058823529411764,14,0.20588235294117646,9,0.1323529411764706,6,0.08823529411764706,3,0.04411764705882353,1,0.014705882352941176
ME,LPN,Endorsement,Pending as of 10/21/21,155,166.5,46,45,0.9782608695652174,38,0.8260869565217391,32,0.6956521739130435,31,0.6739130434782609,20,0.43478260869565216,0,0
ME,LPN,Exam,2020,63,32.5,16,9,0.5625,3,0.1875,2,0.125,2,0.125,2,0.125,0,0
ME,LPN,Exam,2021,61,37,33,23,0.696969696969697,9,0.2727272727272727,4,0.12121212121212122,3,0.09090909090909091,2,0.06060606060606061,0,0
ME,LPN,Exam,Pending as of 10/21/21,146,154,8,7,0.875,7,0.875,5,0.625,5,0.625,3,0.375,0,0
ME,RN,Endorsement,2020,43,27,1010,456,0.4514851485148515,205,0.20297029702970298,121,0.1198019801980198,63,0.062376237623762376,33,0.032673267326732675,0,0
ME,RN,Endorsement,2021,59,30,1049,518,0.4938036224976168,264,0.25166825548141086,177,0.16873212583412775,119,0.11344137273593899,86,0.08198284080076262,19,0.01811248808388942
ME,RN,Endorsement,Pending as of 10/21/21,134,122,402,385,0.9577114427860697,296,0.736318407960199,246,0.6119402985074627,206,0.5124378109452736,123,0.30597014925373134,0,0
ME,RN,Exam,2020,56,50,787,634,0.8055908513341804,259,0.3290978398983482,89,0.11308767471410419,40,0.05082592121982211,8,0.010165184243964422,0,0
ME,RN,Exam,2021,60,48,838,670,0.7995226730310262,299,0.3568019093078759,117,0.13961813842482101,54,0.06443914081145585,25,0.029832935560859187,1,0.0011933174224343676
ME,RN,Exam,Pending as of 10/21/21,123,115,65,64,0.9846153846153847,47,0.7230769230769231,39,0.6,31,0.47692307692307695,14,0.2153846153846154,0,0
MI,LPN,Endorsement,2020,45,21,366,151,0.412568306010929,67,0.1830601092896175,41,0.11202185792349727,32,0.08743169398907104,16,0.04371584699453552,3,0.00819672131147541
MI,LPN,Endorsement,2021,51,24,273,111,0.4065934065934066,59,0.21611721611721613,37,0.13553113553113552,28,0.10256410256410256,16,0.05860805860805861,3,0.01098901098901099
MI,LPN,Exam,2020,82,49,928,682,0.7349137931034483,349,0.3760775862068966,206,0.22198275862068967,140,0.15086206896551724,86,0.09267241379310345,29,0.03125
MI,LPN,Exam,2021,81,50,785,584,0.7439490445859872,325,0.4140127388535032,200,0.25477707006369427,137,0.17452229299363056,79,0.10063694267515924,17,0.02165605095541401
MI,LPN,Unknown,2020,66,66,1,1,1,1,1,0,0,0,0,0,0,0,0
MI,LPN,Unknown,Pending as of 10/20/21,147,153.5,314,305,0.9713375796178344,262,0.8343949044585988,216,0.6878980891719745,183,0.5828025477707006,99,0.31528662420382164,0,0
MI,RN,Endorsement,2020,62,30,4212,2098,0.49810066476733145,1156,0.2744539411206078,772,0.18328584995251662,576,0.13675213675213677,337,0.08000949667616335,76,0.018043684710351376
MI,RN,Endorsement,2021,59,29,4317,2057,0.47648830206161685,1065,0.24669909659485753,658,0.15242066249710448,476,0.11026175584896919,294,0.06810284920083391,113,0.026175584896919155
MI,RN,Exam,2020,95,75,5058,4772,0.9434559114274417,3396,0.6714116251482799,1841,0.3639778568604191,1023,0.2022538552787663,372,0.07354685646500593,93,0.018386714116251483
MI,RN,Exam,2021,92,73,4746,4479,0.9437420986093552,3075,0.6479140328697851,1548,0.32616940581542353,778,0.1639275179098188,312,0.06573957016434892,90,0.018963337547408345
MI,RN,Renewal,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MI,RN,Unknown,Pending as of 10/20/21,140,142,2035,1969,0.9675675675675676,1661,0.8162162162162162,1404,0.6899262899262899,1151,0.5656019656019656,693,0.34054054054054056,0,0
MI,RN-Temp,Temporary,2020,35,30,2217,1075,0.4848894903022102,252,0.11366711772665765,92,0.04149751917004962,39,0.017591339648173207,6,0.0027063599458728013,1,4.510599909788002e-4
MI,RN-Temp,Temporary,2021,227,316,3,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,0,0
MN,LPN,Endorsement,2020,109,73,478,406,0.8493723849372385,284,0.5941422594142259,184,0.38493723849372385,146,0.3054393305439331,88,0.18410041841004185,8,0.016736401673640166
MN,LPN,Endorsement,2021,145,107,452,414,0.915929203539823,334,0.7389380530973452,248,0.5486725663716814,202,0.4469026548672566,120,0.26548672566371684,36,0.07964601769911504
MN,LPN,Exam,2020,90,67,1766,1644,0.9309173272933182,1030,0.5832389580973952,572,0.32389580973952437,344,0.19479048697621745,142,0.08040770101925254,28,0.015855039637599093
MN,LPN,Exam,2021,104,74,1492,1482,0.9932975871313673,1022,0.6849865951742627,520,0.3485254691689008,264,0.1769436997319035,146,0.09785522788203753,46,0.030831099195710455
MN,LPN,Reinstatement,2020,74,35,614,328,0.5342019543973942,206,0.3355048859934853,150,0.24429967426710097,108,0.1758957654723127,68,0.11074918566775244,20,0.03257328990228013
MN,LPN,Reinstatement,2021,92,43.5,428,274,0.6401869158878505,174,0.40654205607476634,118,0.2757009345794392,94,0.21962616822429906,70,0.16355140186915887,16,0.037383177570093455
MN,LPN,Renewal,2020,12,0,17726,122,0.006882545413516868,122,0.006882545413516868,122,0.006882545413516868,122,0.006882545413516868,122,0.006882545413516868,122,0.006882545413516868
MN,LPN,Renewal,2021,12,0,12026,86,0.007151172459670714,86,0.007151172459670714,86,0.007151172459670714,86,0.007151172459670714,86,0.007151172459670714,86,0.007151172459670714
MN,RN,Endorsement,2020,95,68,7148,6110,0.8547845551203134,4032,0.5640738668158926,2502,0.35002797985450473,1672,0.23391158365976497,932,0.13038612199216565,98,0.013710128707330722
MN,RN,Endorsement,2021,116,83,6182,5842,0.9450016175994823,4004,0.6476868327402135,2874,0.46489809123261083,2014,0.32578453574894856,1106,0.17890650274991912,196,0.03170494985441605
MN,RN,Exam,2020,95,74,7878,7596,0.9642041127189642,5230,0.6638740797156639,2656,0.3371414064483371,1506,0.19116527037319117,666,0.08453922315308454,138,0.017517136329017517
MN,RN,Exam,2021,107,83,7058,6998,0.9914990082176254,5494,0.7784074808727685,3004,0.42561632190422216,1374,0.19467271181637857,554,0.07849249079059224,222,0.03145366959478606
MN,RN,Reinstatement,2020,61,28,2492,1138,0.456661316211878,682,0.2736757624398074,492,0.19743178170144463,386,0.1548956661316212,236,0.09470304975922954,36,0.014446227929373997
MN,RN,Reinstatement,2021,83,37,1894,1114,0.5881731784582893,656,0.34635691657866946,468,0.2470960929250264,366,0.1932418162618796,264,0.13938753959873285,76,0.04012671594508976
MN,RN,Renewal,2020,14,0,104520,758,0.007252200535782625,756,0.007233065442020666,756,0.007233065442020666,754,0.007213930348258706,754,0.007213930348258706,730,0.006984309223115193
MN,RN,Renewal,2021,15,0,77834,548,0.007040624919700902,548,0.007040624919700902,544,0.006989233496929362,544,0.006989233496929362,538,0.006912146362772053,532,0.006835059228614744
MN,Unknown-Temp,Temporary,2020,10,2,2522,92,0.03647898493259318,58,0.022997620935765267,40,0.01586042823156225,34,0.013481363996827915,30,0.011895321173671689,24,0.00951625693893735
MN,Unknown-Temp,Temporary,2021,12,2,2214,82,0.037037037037037035,58,0.026196928635953028,34,0.015356820234869015,24,0.01084010840108401,20,0.009033423667570008,20,0.009033423667570008
MS,LPN,Endorsement,2020,97,84,61,54,0.8852459016393442,38,0.6229508196721312,29,0.47540983606557374,18,0.29508196721311475,6,0.09836065573770492,1,0.01639344262295082
MS,LPN,Endorsement,2021,82,54,63,44,0.6984126984126984,25,0.3968253968253968,20,0.31746031746031744,14,0.2222222222222222,8,0.12698412698412698,0,0
MS,LPN,Exam,2020,95,87,482,469,0.9730290456431535,365,0.7572614107883817,228,0.4730290456431535,115,0.23858921161825727,25,0.05186721991701245,0,0
MS,LPN,Exam,2021,86,75,537,510,0.94972067039106145,348,0.6480446927374302,173,0.3221601489757914,96,0.1787709497206704,26,0.048417132216014895,1,0.00186219739292365
MS,LPN,Renewal,2020,24,0,467,85,0.18201284796573874,61,0.13062098501070663,44,0.09421841541755889,32,0.06852248394004283,18,0.03854389721627409,0,0
MS,LPN,Renewal,2021,7,0,1041,58,0.05571565802113353,29,0.027857829010566763,21,0.020172910662824207,13,0.012487992315081652,10,0.009606147934678195,1,9.606147934678194e-4
MS,RN,Endorsement,2020,81,54.5,320,235,0.734375,144,0.45,98,0.30625,64,0.2,39,0.121875,1,0.003125
MS,RN,Endorsement,2021,83,50,563,402,0.7140319715808171,238,0.4227353463587922,174,0.30905861456483125,124,0.2202486678507993,65,0.11545293072824156,1,0.0017761989342806395
MS,RN,Exam,2020,110,97,397,387,0.9748110831234257,282,0.7103274559193955,212,0.5340050377833753,147,0.3702770780856423,56,0.14105793450881612,0,0
MS,RN,Exam,2021,94,92,1784,1734,0.9719730941704036,1387,0.7774663677130045,922,0.5168161434977578,382,0.2141255605381166,46,0.0257847533632287,1,5.605381165919282e-4
MS,RN,Renewal,2020,1,0,45734,495,0.010823457384003149,233,0.005094677920146937,108,0.0023614816110552324,39,8.527572484366117e-4,27,5.903704027638081e-4,1,2.1865570472733632e-5
MS,RN,Renewal,2021,26,2,1081,246,0.22756706753006475,128,0.11840888066604996,88,0.08140610545790934,60,0.05550416281221091,39,0.036077705827937095,2,0.0018501387604070306
MT,LPN,Endorsement,2020,52,42,63,40,0.6349206349206349,15,0.23809523809523808,6,0.09523809523809523,2,0.031746031746031744,2,0.031746031746031744,0,0
MT,LPN,Endorsement,2021,57,34,56,29,0.5178571428571429,18,0.32142857142857145,10,0.17857142857142858,7,0.125,3,0.05357142857142857,0,0
MT,LPN,Endorsement,Pending as of 11/19/21,133,99.5,22,22,1,22,1,13,0.5909090909090909,9,0.4090909090909091,7,0.3181818181818182,0,0
MT,LPN,Exam,2020,91,76.5,48,47,0.9791666666666666,37,0.7708333333333334,15,0.3125,6,0.125,4,0.08333333333333333,0,0
MT,LPN,Exam,2021,90,78.5,34,34,1,27,0.7941176470588235,12,0.35294117647058826,7,0.20588235294117646,1,0.029411764705882353,0,0
MT,LPN,Exam,Pending as of 11/19/21,233,242,7,7,1,7,1,7,1,7,1,7,1,0,0
MT,RN,Endorsement,2020,53,35,1128,626,0.5549645390070922,308,0.2730496453900709,160,0.14184397163120568,97,0.08599290780141844,45,0.0398936170212766,1,8.865248226950354e-4
MT,RN,Endorsement,2021,58,32,1063,549,0.5164628410159925,275,0.25870178739416744,179,0.16839134524929444,128,0.12041392285983067,74,0.06961429915333961,4,0.0037629350893697085
MT,RN,Endorsement,Pending as of 11/19/21,139,101,285,285,1,267,0.9368421052631579,168,0.5894736842105263,122,0.4280701754385965,83,0.2912280701754386,0,0
MT,RN,Exam,2020,103,83,608,589,0.96875,478,0.7861842105263158,258,0.4243421052631579,121,0.19901315789473684,61,0.10032894736842106,13,0.02138157894736842
MT,RN,Exam,2021,125,97,694,679,0.978386167146974,573,0.8256484149855908,393,0.5662824207492796,232,0.33429394812680113,111,0.15994236311239193,22,0.03170028818443804
MT,RN,Exam,Pending as of 11/19/21,166,156,471,471,1,453,0.9617834394904459,377,0.8004246284501062,306,0.6496815286624203,188,0.3991507430997877,0,0
NC,LPN,Endorsement,2020,83,57,543,437,0.8047882136279927,251,0.4622467771639042,162,0.2983425414364641,116,0.2136279926335175,67,0.12338858195211787,1,0.001841620626151013
NC,LPN,Endorsement,2021,89,58.5,462,383,0.829004329004329,224,0.48484848484848486,147,0.3181818181818182,101,0.21861471861471862,60,0.12987012987012986,1,0.0021645021645021645
NC,LPN,Exam,2020,76,63,869,803,0.9240506329113924,458,0.5270425776754891,213,0.24510932105868816,118,0.13578826237054084,29,0.0333716915995397,6,0.006904487917146145
NC,LPN,Exam,2021,80,59,711,619,0.870604781997187,345,0.48523206751054854,155,0.2180028129395218,100,0.14064697609001406,70,0.09845288326300984,5,0.007032348804500703
NC,LPN-Temp,Temporary,2020,44,32,275,142,0.5163636363636364,50,0.18181818181818182,30,0.10909090909090909,14,0.05090909090909091,5,0.01818181818181818,0,0
NC,LPN-Temp,Temporary,2021,44,30,229,112,0.4890829694323144,40,0.17467248908296942,19,0.08296943231441048,13,0.056768558951965066,2,0.008733624454148471,1,0.004366812227074236
NC,RN,Endorsement,2020,73,51,4432,3508,0.7915162454873647,1810,0.4083935018050541,1099,0.24796931407942238,737,0.16629061371841156,342,0.07716606498194946,6,0.0013537906137184115
NC,RN,Endorsement,2021,79,56,4421,3586,0.8111287039131418,1978,0.4474100882153359,1169,0.26441981452160146,840,0.19000226193168968,428,0.09681067631757521,0,0
NC,RN,Exam,2020,90,81,4968,4851,0.9764492753623188,3696,0.7439613526570048,1980,0.39855072463768115,842,0.16948470209339775,229,0.04609500805152979,17,0.003421900161030596
NC,RN,Exam,2021,86,78,4881,4682,0.9592296660520385,3440,0.7047736119647613,1694,0.347060028682647,634,0.12989141569350543,170,0.034828928498258555,23,0.004712149149764392
NC,RN-Temp,Temporary,2020,42,29,1813,843,0.46497517926089355,300,0.1654715940430226,172,0.0948703805846663,111,0.061224489795918366,33,0.01820187534473249,0,0
NC,RN-Temp,Temporary,2021,41,29,1973,926,0.46933603649265077,334,0.16928535225544855,188,0.0952863659401926,114,0.05778003041054232,15,0.007602635580334516,0,0
NE,LPN,Endorsement,2020,48,30,45,22,0.4888888888888889,13,0.28888888888888886,7,0.15555555555555556,2,0.044444444444444446,1,0.022222222222222223,0,0
NE,LPN,Endorsement,2021,45,26.5,38,15,0.39473684210526316,7,0.18421052631578946,3,0.07894736842105263,3,0.07894736842105263,1,0.02631578947368421,0,0
NE,LPN,Endorsement,Pending as of 09/23/21,26,20,5,2,0.4,0,0,0,0,0,0,0,0,0,0
NE,LPN,Exam,2020,87,78,238,224,0.9411764705882353,150,0.6302521008403361,85,0.35714285714285715,36,0.15126050420168066,14,0.058823529411764705,0,0
NE,LPN,Exam,2021,67,59.5,318,289,0.9088050314465409,154,0.48427672955974843,63,0.19811320754716982,20,0.06289308176100629,8,0.025157232704402517,0,0
NE,LPN,Exam,Pending as of 09/23/21,63,61.5,36,26,0.7222222222222222,18,0.5,9,0.25,4,0.1111111111111111,0,0,0,0
NE,LPN,Reinstatement,Pending as of 09/23/21,91,34,9,5,0.5555555555555556,3,0.3333333333333333,3,0.3333333333333333,3,0.3333333333333333,3,0.3333333333333333,0,0
NE,LPN-Provisional,Temporary,2020,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0
NE,LPN-Provisional,Temporary,2021,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0
NE,LPN-Refresher Temporary,Temporary,2020,24,25,5,1,0.2,0,0,0,0,0,0,0,0,0,0
NE,LPN-Refresher Temporary,Temporary,2021,6,5.5,2,0,0,0,0,0,0,0,0,0,0,0,0
NE,LPN-Temp,Temporary,2020,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
NE,LPN-Temp,Temporary,2021,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
NE,RN,Endorsement,2020,41,27,684,304,0.4444444444444444,122,0.1783625730994152,60,0.08771929824561403,30,0.043859649122807015,7,0.01023391812865497,0,0
NE,RN,Endorsement,2021,42,23,599,204,0.34056761268781305,102,0.17028380634390652,64,0.10684474123539232,43,0.07178631051752922,18,0.03005008347245409,2,0.00333889816360601
NE,RN,Endorsement,Pending as of 09/23/21,51,24,98,45,0.45918367346938777,27,0.2755102040816326,23,0.23469387755102042,14,0.14285714285714285,5,0.05102040816326531,0,0
NE,RN,Exam,2020,92,84,1287,1239,0.9627039627039627,905,0.7031857031857032,589,0.45765345765345766,306,0.23776223776223776,54,0.04195804195804196,1,7.77000777000777e-4
NE,RN,Exam,2021,84,76,1147,1121,0.977332170880558,748,0.6521360069747166,473,0.41238012205754143,197,0.17175239755884916,14,0.012205754141238012,0,0
NE,RN,Exam,Pending as of 09/23/21,57,50,164,110,0.6707317073170732,64,0.3902439024390244,36,0.21951219512195122,16,0.0975609756097561,5,0.03048780487804878,0,0
NE,RN,Reinstatement,Pending as of 09/23/21,61,32.5,14,8,0.5714285714285714,5,0.35714285714285715,3,0.21428571428571427,3,0.21428571428571427,1,0.07142857142857142,0,0
NE,RN-Provisional,Temporary,2020,0,0,1119,0,0,0,0,0,0,0,0,0,0,0,0
NE,RN-Provisional,Temporary,2021,0,0,888,0,0,0,0,0,0,0,0,0,0,0,0
NE,RN-Refresher Temporary,Temporary,2020,34,16,22,8,0.36363636363636365,2,0.09090909090909091,2,0.09090909090909091,1,0.045454545454545456,1,0.045454545454545456,0,0
NE,RN-Refresher Temporary,Temporary,2021,20,15,11,3,0.2727272727272727,1,0.09090909090909091,0,0,0,0,0,0,0,0
NE,RN-Temp,Temporary,2020,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0
NE,RN-Temp,Temporary,2021,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
NH,LPN,Endorsement,2020,35,21,87,29,0.3333333333333333,11,0.12643678160919541,6,0.06896551724137931,4,0.04597701149425287,2,0.022988505747126436,0,0
NH,LPN,Endorsement,2021,52,35,74,41,0.5540540540540541,17,0.22972972972972974,10,0.13513513513513514,7,0.0945945945945946,4,0.05405405405405406,0,0
NH,LPN,Endorsement,Pending as of 11/18/21,162,150.5,32,32,1,30,0.9375,23,0.71875,22,0.6875,12,0.375,0,0
NH,LPN,Exam,2020,51,45.5,158,119,0.7531645569620253,47,0.2974683544303797,14,0.08860759493670886,9,0.056962025316455694,0,0,0,0
NH,LPN,Exam,2021,73,58,71,65,0.9154929577464789,33,0.4647887323943662,15,0.2112676056338028,10,0.14084507042253522,3,0.04225352112676056,0,0
NH,LPN,Exam,Pending as of 11/18/21,132,118,11,11,1,11,1,6,0.5454545454545454,5,0.45454545454545453,2,0.18181818181818182,0,0
NH,LPN,Other,2020,294,294,1,1,1,1,1,1,1,1,1,1,1,0,0
NH,LPN,Other,2021,87,77,18,17,0.9444444444444444,11,0.6111111111111112,7,0.3888888888888889,4,0.2222222222222222,1,0.05555555555555555,0,0
NH,LPN,Other,Pending as of 11/18/21,85,85,1,1,1,1,1,0,0,0,0,0,0,0,0
NH,LPN-Temp,Temporary,2020,21,18,81,21,0.25925925925925924,1,0.012345679012345678,0,0,0,0,0,0,0,0
NH,LPN-Temp,Temporary,2021,32,18.5,26,5,0.19230769230769232,3,0.11538461538461539,3,0.11538461538461539,2,0.07692307692307693,1,0.038461538461538464,0,0
NH,LPN-Temp,Temporary,Pending as of 11/18/21,150,118,3,3,1,3,1,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333,0,0
NH,RN,Endorsement,2020,37,22,1421,500,0.3518648838845883,226,0.15904292751583393,120,0.0844475721323012,69,0.048557353976073185,37,0.026038001407459536,1,7.037297677691766e-4
NH,RN,Endorsement,2021,50,36,1145,687,0.6,271,0.2366812227074236,143,0.12489082969432315,85,0.07423580786026202,33,0.028820960698689956,0,0
NH,RN,Endorsement,Pending as of 11/18/21,152,125,280,280,1,267,0.9535714285714286,194,0.6928571428571428,146,0.5214285714285715,93,0.33214285714285713,0,0
NH,RN,Exam,2020,52,49,674,596,0.884272997032641,188,0.2789317507418398,35,0.05192878338278932,6,0.008902077151335312,1,0.001483679525222552,0,0
NH,RN,Exam,2021,57,52,610,548,0.898360655737705,222,0.3639344262295082,44,0.07213114754098361,13,0.021311475409836064,4,0.006557377049180328,0,0
NH,RN,Exam,Pending as of 11/18/21,102,90,39,39,1,36,0.9230769230769231,18,0.46153846153846156,12,0.3076923076923077,2,0.05128205128205128,0,0
NH,RN,Other,2020,81,63,3,2,0.6666666666666666,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333,0,0,0,0
NH,RN,Other,2021,56,44,5,4,0.8,2,0.4,1,0.2,0,0,0,0,0,0
NH,RN,Other,Pending as of 11/18/21,119,108,10,10,1,9,0.9,7,0.7,4,0.4,1,0.1,0,0
NH,RN,Reinstatement,Pending as of 11/18/21,145,98,3,3,1,2,0.6666666666666666,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333,0,0
NH,RN-Temp,Temporary,2020,27,25,326,127,0.3895705521472393,17,0.05214723926380368,2,0.006134969325153374,0,0,0,0,0,0
NH,RN-Temp,Temporary,2021,27,21,192,68,0.3541666666666667,14,0.07291666666666667,4,0.020833333333333332,1,0.005208333333333333,0,0,0,0
NH,RN-Temp,Temporary,Pending as of 11/18/21,165,157,3,3,1,3,1,3,1,2,0.6666666666666666,1,0.3333333333333333,0,0
NJ,LPN,Endorsement,2020,105,66,157,143,0.910828025477707,89,0.5668789808917197,59,0.37579617834394907,40,0.25477707006369427,27,0.17197452229299362,3,0.01910828025477707
NJ,LPN,Endorsement,2021,91,52,199,143,0.7185929648241206,86,0.4321608040201005,64,0.32160804020100503,43,0.21608040201005024,25,0.12562814070351758,8,0.04020100502512563
NJ,LPN,Endorsement,Pending as of 10/05/21,121,102,132,115,0.8712121212121212,93,0.7045454545454546,71,0.5378787878787878,56,0.42424242424242425,33,0.25,0,0
NJ,LPN,Exam,2020,113,81,1073,1015,0.9459459459459459,738,0.6877912395153775,481,0.4482758620689655,311,0.2898415657036347,166,0.15470643056849953,37,0.034482758620689655
NJ,LPN,Exam,2021,136,78,803,734,0.9140722291407223,505,0.6288916562889165,340,0.42341220423412207,259,0.32254047322540474,172,0.21419676214196762,75,0.09339975093399751
NJ,LPN,Exam,Pending as of 10/05/21,105,86,451,414,0.917960088691796,318,0.70509977827051,208,0.4611973392461197,136,0.30155210643015523,68,0.15077605321507762,0,0
NJ,LPN,Other,2020,347,347,1,1,1,1,1,1,1,1,1,1,1,0,0
NJ,LPN,Other,Pending as of 10/05/21,186,186,2,2,1,2,1,2,1,2,1,1,0.5,0,0
NJ,LPN,Reinstatement,2020,71,43,83,57,0.6867469879518072,29,0.3493975903614458,16,0.1927710843373494,8,0.0963855421686747,7,0.08433734939759036,1,0.012048192771084338
NJ,LPN,Reinstatement,2021,128,53,95,67,0.7052631578947368,42,0.4421052631578947,31,0.3263157894736842,23,0.24210526315789474,20,0.21052631578947367,10,0.10526315789473684
NJ,LPN,Reinstatement,Pending as of 10/05/21,103,90,29,26,0.896551724137931,17,0.5862068965517241,12,0.41379310344827586,11,0.3793103448275862,3,0.10344827586206896,0,0
NJ,LPN-Provisional,Temporary,2020,26,12,163,43,0.26380368098159507,23,0.1411042944785276,10,0.06134969325153374,5,0.03067484662576687,1,0.006134969325153374,0,0
NJ,LPN-Provisional,Temporary,2021,39,27,67,25,0.373134328358209,13,0.19402985074626866,6,0.08955223880597014,3,0.04477611940298507,1,0.014925373134328358,0,0
NJ,LPN-Provisional,Temporary,Pending as of 10/05/21,191,208.5,10,10,1,10,1,9,0.9,8,0.8,6,0.6,0,0
NJ,RN,Endorsement,2020,97,65,4048,3564,0.8804347826086957,2210,0.5459486166007905,1434,0.3542490118577075,983,0.24283596837944665,541,0.13364624505928854,86,0.021245059288537548
NJ,RN,Endorsement,2021,89,49,3777,2738,0.7249139528726503,1607,0.42546994969552554,1061,0.2809107757479481,756,0.20015885623510724,464,0.12284882181625628,130,0.03441885093989939
NJ,RN,Endorsement,Pending as of 10/05/21,109,84,1832,1494,0.8155021834061136,1137,0.6206331877729258,878,0.47925764192139736,717,0.3913755458515284,402,0.21943231441048036,0,0
NJ,RN,Exam,2020,103,88,4035,3973,0.9846344485749691,3221,0.7982651796778191,1903,0.47162329615861215,965,0.23915737298636927,354,0.08773234200743495,53,0.013135068153655513
NJ,RN,Exam,2021,99,80,3676,3567,0.970348204570185,2714,0.7383025027203483,1450,0.3944504896626768,625,0.17002176278563655,255,0.06936887921653971,89,0.024211099020674646
NJ,RN,Exam,Pending as of 10/05/21,109,106.5,1012,912,0.9011857707509882,743,0.7341897233201581,570,0.5632411067193676,430,0.424901185770751,120,0.11857707509881422,0,0
NJ,RN,Other,2020,283,249.5,18,18,1,17,0.9444444444444444,15,0.8333333333333334,12,0.6666666666666666,11,0.6111111111111112,6,0.3333333333333333
NJ,RN,Other,2021,432,336,15,15,1,15,1,15,1,14,0.9333333333333333,13,0.8666666666666667,7,0.4666666666666667
NJ,RN,Other,Pending as of 10/05/21,159,210,21,20,0.9523809523809523,16,0.7619047619047619,15,0.7142857142857143,14,0.6666666666666666,12,0.5714285714285714,0,0
NJ,RN,Reinstatement,2020,67,43,538,369,0.6858736059479554,170,0.3159851301115242,87,0.16171003717472118,61,0.11338289962825279,37,0.0687732342007435,10,0.01858736059479554
NJ,RN,Reinstatement,2021,75,45,605,412,0.6809917355371901,197,0.3256198347107438,102,0.16859504132231404,74,0.12231404958677686,44,0.07272727272727272,17,0.02809917355371901
NJ,RN,Reinstatement,Pending as of 10/05/21,104,80.5,166,135,0.8132530120481928,91,0.5481927710843374,76,0.4578313253012048,57,0.3433734939759036,41,0.2469879518072289,0,0
NJ,RN-Provisional,Temporary,2020,11,7,999,63,0.06306306306306306,28,0.028028028028028028,14,0.014014014014014014,7,0.007007007007007007,2,0.002002002002002002,0,0
NJ,RN-Provisional,Temporary,2021,24,12,181,45,0.24861878453038674,10,0.055248618784530384,5,0.027624309392265192,4,0.022099447513812154,4,0.022099447513812154,0,0
NJ,RN-Provisional,Temporary,Pending as of 10/05/21,169,179,3,3,1,3,1,3,1,3,1,1,0.3333333333333333,0,0
NM,LPN,Endorsement,2020,50,35,72,41,0.5694444444444444,17,0.2361111111111111,10,0.1388888888888889,6,0.08333333333333333,2,0.027777777777777776,0,0
NM,LPN,Endorsement,2021,59,24,52,22,0.4230769230769231,11,0.21153846153846154,6,0.11538461538461539,5,0.09615384615384616,2,0.038461538461538464,2,0.038461538461538464
